"preco","nrQuartos","nrWC","Sala_estar_m2","lote_m2","nrAndares","vista","condicao","piso_m2","arrecadacao_m2","Ano_construcao","Ano_renovacao"
465000,4,4,49,873,1,0,5,119,257,1965,0
809950,4,4,76,556,2,0,3,295,0,2001,0
619400,4,2,49,325,2,0,5,161,100,1927,0
762400,3,4,56,1315,1,1,3,111,400,1949,1970
535000,5,3,59,4430,2,0,4,227,0,1978,2000
881000,5,3,58,371,2,3,5,143,307,1925,0
813000,4,5,78,601,1,3,4,173,483,1948,0
234000,3,2,38,475,2,0,5,148,0,1910,0
308900,3,4,52,656,2,0,3,203,0,1994,0
547500,3,5,38,204,3,0,3,149,0,2010,0
399950,2,1,17,102,2,0,4,64,0,1943,0
250000,2,3,23,76,2,0,3,73,59,2006,0
415000,4,4,59,405,2,0,3,230,0,2009,0
545000,2,2,29,194,2,0,3,112,0,2014,0
329950,3,4,57,681,2,0,3,221,0,2012,0
1325000,5,3,74,1814,1,0,3,144,533,1965,1993
784000,3,5,92,9997,2,0,3,221,497,1989,0
610750,4,3,51,657,2,0,3,196,0,1984,0
578000,4,4,73,830,1,2,5,159,457,1966,0
1485000,4,6,94,972,2,0,3,363,0,2006,0
501000,3,4,46,717,1,3,5,123,200,1976,0
465250,5,2,45,688,2,0,3,175,0,1957,2000
2250000,5,5,113,851,2,1,5,279,587,1905,0
1095000,0,0,71,429,4,2,3,276,0,1990,2009
315000,2,1,23,510,1,0,4,87,0,1908,0
9e+05,4,3,57,3999,1,0,4,221,0,1957,2001
789500,4,4,70,549,2,0,3,271,0,2005,0
678500,3,2,57,594,1,2,4,123,363,1952,0
860000,4,4,92,631,2,0,3,356,0,2005,0
306000,4,4,58,731,2,0,3,224,0,2001,0
580000,5,2,48,540,2,0,3,185,0,1903,2005
405000,3,1,31,1411,1,0,3,81,143,1984,0
510000,3,4,37,1728,1,0,4,144,0,1967,0
173000,2,1,19,941,1,0,4,74,0,1965,0
445000,3,1,24,510,1,0,4,82,47,1947,1988
381000,3,4,42,540,1,0,5,81,300,1950,0
890000,3,3,48,778,1,0,4,185,0,1966,0
235000,3,4,43,873,1,0,4,135,113,1985,0
480000,3,4,29,99,3,2,3,113,0,2005,0
575000,2,1,35,363,2,0,3,118,67,1935,1974
350000,4,3,53,414,2,0,4,121,320,1904,0
259000,4,3,35,680,2,0,3,134,0,1966,0
210000,4,3,26,706,1,0,4,102,0,1970,0
1184000,4,4,74,675,2,1,5,167,447,1948,1985
545000,3,1,35,450,2,0,3,136,0,1909,2004
299995,3,4,46,675,2,0,3,177,0,1988,2000
440000,3,1,28,518,2,0,4,109,0,1910,0
795000,3,2,56,1607,1,1,5,135,307,1979,0
445000,5,4,57,616,2,0,5,121,373,1911,1984
397990,3,1,27,1068,1,0,4,106,0,1948,0
706000,3,5,44,576,1,0,5,127,163,1942,0
363000,3,4,38,160,2,0,3,121,103,2008,0
850000,4,3,49,1066,2,0,4,192,0,1972,0
620000,2,1,33,270,2,0,3,117,43,1929,0
1228000,4,4,133,4045,2,4,3,385,483,1991,0
333000,4,4,44,832,1,0,4,172,0,1963,0
743000,3,4,49,1013,1,0,4,190,0,1961,2001
448000,2,3,38,340,1,0,4,80,247,1940,2001
489950,4,3,61,2875,1,0,4,238,0,1986,0
498500,5,5,69,668,2,0,3,269,0,1996,0
531000,3,4,49,876,2,0,3,191,0,1988,2000
670000,3,4,48,578,1,3,3,156,107,1956,2001
310000,5,3,44,450,1,0,3,99,260,1997,0
835000,3,3,65,1127,2,4,4,144,397,1977,0
495000,4,4,50,652,2,0,3,193,0,2003,0
495000,3,2,41,837,1,0,4,159,0,1955,2009
440000,3,1,40,590,2,0,4,108,170,1926,1993
280000,1,3,10,605,1,0,3,38,0,1922,2008
1034500,4,4,55,977,2,0,3,213,0,2003,0
248000,4,4,41,527,2,0,3,159,0,2003,0
294000,4,4,51,762,1,0,3,134,240,1990,2009
561000,3,3,40,373,2,0,3,154,0,2004,0
656500,4,2,63,428,1,0,4,131,417,1919,1985
660000,3,3,54,267,2,0,5,194,60,1925,0
370000,2,1,28,1545,1,0,4,110,0,1947,1988
223000,2,1,21,888,1,0,3,82,0,1957,2000
560000,4,4,44,349,2,0,4,98,263,1944,0
594000,4,4,43,468,2,0,4,108,223,1937,0
6e+05,3,3,34,486,2,0,4,133,0,1914,1945
315000,3,4,44,630,2,0,3,169,0,1993,0
430000,4,4,44,540,1,0,4,100,260,1947,1988
440000,3,5,36,665,1,0,5,93,177,1972,0
312500,2,3,25,108,2,0,3,96,0,1999,0
1240000,5,4,102,1294,2,0,3,397,0,2006,0
3e+05,3,4,34,111,2,0,3,106,97,2008,0
680000,3,4,60,324,3,0,3,231,0,2007,0
336750,2,3,27,91,2,0,3,105,0,2009,0
822500,5,5,54,446,2,0,5,155,200,1926,0
589000,4,3,57,864,2,0,5,220,0,1961,0
863000,4,4,96,2013,2,0,3,371,0,1997,0
210000,2,4,33,511,1,0,4,130,0,1978,2000
206135,3,1,31,996,1,0,4,121,0,1978,2000
1125000,6,6,70,392,2,0,3,180,337,2014,0
230000,2,1,22,680,1,0,3,84,0,1986,0
845000,4,5,95,10389,2,0,3,366,0,2002,0
350000,3,4,42,859,1,0,3,111,197,1976,0
304000,3,1,30,737,2,0,4,115,0,1947,1988
370000,2,1,21,414,1,0,3,81,0,1951,1994
810000,3,4,46,1215,1,2,4,119,220,1952,0
440000,4,3,47,682,1,0,3,110,263,1974,0
1030000,4,4,64,432,2,0,3,176,263,1905,2005
1335000,5,3,98,522,3,0,4,262,430,1906,1990
235000,3,4,44,769,1,0,3,86,317,1980,0
499950,3,1,43,270,2,0,3,129,133,1926,2003
622500,5,5,77,2138,2,0,4,197,377,1975,0
3e+05,4,4,63,973,1,0,4,140,380,1966,0
205000,3,1,30,591,1,0,5,116,0,1976,0
435000,3,4,35,736,1,0,3,135,0,1997,0
697000,4,5,85,4352,2,0,4,329,0,1978,2000
153000,3,1,30,576,2,0,3,114,0,1944,0
454000,4,3,61,3510,2,0,3,237,0,1979,2014
345000,2,3,42,2395,1,0,5,112,187,1987,0
585000,3,1,43,253,2,0,4,142,97,1927,0
380000,4,4,59,573,2,0,3,168,223,2000,0
250600,4,4,45,779,1,0,3,101,270,1981,2013
369500,3,3,38,896,1,0,4,99,183,1961,2001
883000,4,4,85,4901,2,0,3,330,0,1999,0
615000,3,4,55,1874,1,0,4,162,183,1978,2000
305000,3,3,28,472,1,0,4,55,200,1983,0
590000,4,4,47,717,2,0,4,181,0,1989,0
485000,3,4,37,546,2,0,3,142,0,1985,0
215000,2,1,17,648,1,0,3,64,0,1943,2002
430000,3,2,44,454,2,0,3,172,0,1971,0
324900,4,4,44,717,2,0,3,169,0,2000,0
975000,5,5,72,901,1,2,4,149,480,1973,0
910000,5,4,55,360,2,0,3,212,0,1993,0
325000,3,4,48,750,2,0,3,186,0,1997,0
513000,4,5,47,636,1,0,5,91,337,1958,0
475000,3,3,37,1096,1,0,3,108,127,1981,2013
419000,4,4,62,715,2,0,3,242,0,1993,0
760000,4,4,56,926,1,4,3,153,240,1958,2004
1120000,5,3,59,599,2,3,4,211,67,1954,1979
129000,2,1,27,2717,1,0,3,104,0,1950,2005
725000,5,4,75,1080,1,0,4,165,460,1968,0
385000,3,3,45,435,1,0,4,95,287,1921,0
1735000,3,4,100,2888,2,4,5,226,600,1982,0
665000,4,4,65,3878,2,0,4,251,0,1989,0
799000,3,4,66,400,2,0,3,257,0,2000,0
589000,3,2,52,792,1,0,4,113,333,1925,1968
1695000,2,3,74,270,2,2,5,179,393,1900,0
538000,3,1,34,648,1,0,3,113,67,1906,2014
530100,3,1,36,306,2,0,3,108,113,1926,2003
718500,3,2,68,594,2,0,4,173,330,1900,1988
299000,3,4,27,1253,1,0,5,106,0,1962,0
556000,3,4,38,669,1,0,3,98,183,1948,1994
540000,5,3,84,880,2,0,3,325,0,2003,0
250000,3,3,33,343,2,0,3,126,0,2012,0
795000,4,5,74,293,2,0,3,240,177,2007,0
575000,3,3,32,116,2,0,3,103,80,2006,0
379500,3,3,33,116,2,0,3,116,40,2005,0
385000,4,4,48,475,2,0,3,185,0,2006,0
415500,4,4,41,430,2,0,3,158,0,2009,0
397500,3,2,35,604,1,0,3,96,147,1972,2002
530000,3,4,45,649,2,0,3,174,0,2005,0
883000,4,4,69,3749,2,0,3,266,0,1985,0
850000,5,5,68,1069,1,0,5,149,420,1968,0
496752,2,1,46,450,1,0,4,98,297,1923,0
330000,3,4,33,798,1,0,3,129,0,1950,2005
735000,4,5,57,377,2,2,3,221,0,2010,0
525000,4,5,55,443,2,0,3,212,0,2008,0
269950,3,4,44,435,2,0,3,156,53,2002,0
650000,3,4,50,854,1,0,3,116,283,1953,0
520500,3,2,44,729,1,0,4,86,317,1940,2001
652500,4,4,63,821,2,0,3,243,0,1990,2009
506000,5,3,56,720,1,0,4,123,353,1957,2001
416000,3,1,26,1094,1,0,4,100,0,1957,2001
5e+05,4,5,53,1381,1,0,5,205,0,1960,0
460000,3,4,36,424,1,0,4,77,230,1949,1985
371025,3,2,36,803,1,0,3,138,0,1977,2004
576000,4,4,57,2556,2,0,3,220,0,2002,0
353500,4,3,41,864,2,0,3,158,0,1987,2000
1735000,4,3,71,450,2,3,4,187,320,1926,1993
183000,3,4,25,729,1,0,4,96,0,1957,2001
763101,3,4,46,500,1,0,4,99,297,1939,1989
460000,2,3,25,360,1,0,3,87,40,1951,1994
265000,3,1,23,824,1,0,3,90,0,1969,2010
295000,3,4,41,741,1,0,3,93,247,1960,2012
418000,4,3,55,563,1,2,3,131,300,1960,2012
554000,3,5,79,9801,2,0,3,243,227,1999,0
534500,3,4,39,284,2,0,3,153,0,2005,0
690000,2,4,37,360,1,0,5,77,250,1918,0
530000,4,4,48,572,2,0,3,185,0,1988,2000
357186,2,4,28,94,2,0,3,109,0,2014,0
3e+05,5,3,45,572,1,0,3,108,247,2007,0
385000,4,4,39,367,1,0,4,78,273,1984,0
415000,4,2,42,267,1,0,4,90,267,1923,0
963000,4,5,76,594,2,0,3,295,0,2007,0
309212,3,4,27,864,1,0,3,104,0,1979,2014
235000,2,3,20,162,2,0,3,79,0,1999,0
667000,3,3,40,729,2,0,3,155,0,1907,1983
470000,3,3,35,720,1,0,4,136,0,1956,0
375000,4,2,29,270,1,0,3,94,67,1908,1988
410000,4,2,37,862,1,0,3,142,0,1953,0
566000,4,3,50,696,2,0,3,195,0,1987,2000
680000,4,5,58,446,2,0,3,225,0,2010,0
332000,1,1,22,238,1,0,3,68,67,1908,1988
902000,4,4,70,766,2,0,3,273,0,2003,0
5e+05,3,4,36,972,1,0,5,69,257,1947,0
445000,3,4,44,2911,2,3,3,170,0,1976,0
825000,4,4,65,882,1,0,4,154,367,1973,0
1095000,4,4,82,756,2,0,5,237,300,1958,0
277000,3,1,26,768,1,0,4,99,0,1957,2001
545000,3,4,45,880,1,2,3,130,167,1975,0
435000,3,4,53,857,2,0,3,207,0,2003,0
638000,3,4,49,324,2,0,3,190,0,2005,0
418000,4,3,28,952,1,0,3,110,0,1965,1993
499000,3,4,41,1109,1,0,4,132,93,1968,0
150000,3,3,29,725,1,0,4,111,0,1949,1985
759950,3,4,72,2141,2,0,3,279,0,2002,0
427000,3,4,43,5881,1,0,3,137,103,1991,0
632500,5,4,61,639,2,0,3,238,0,2003,0
660000,6,4,43,250,1,0,3,95,260,1900,2005
862000,4,4,74,1311,2,0,3,287,0,1990,2009
470000,3,3,41,605,1,0,3,104,200,1958,2004
385000,3,2,37,892,2,0,3,143,0,2000,0
575000,4,4,49,864,2,0,3,191,0,1985,0
220000,4,4,52,884,1,0,4,123,290,1988,0
460000,2,1,21,189,1,0,4,68,43,1919,1985
1712500,3,4,68,489,3,3,4,220,167,1978,2000
175000,3,3,28,657,1,0,3,110,0,1973,2013
465000,3,3,62,675,1,0,4,148,343,1966,0
552000,3,1,26,207,1,0,4,74,100,1912,1989
565000,4,5,73,12545,2,0,4,282,0,1981,0
518000,4,4,40,675,1,0,4,110,173,1976,1992
899950,4,5,76,487,2,1,3,212,310,2006,0
373000,3,1,41,515,2,0,4,103,210,1926,1993
385000,4,4,69,455,2,0,3,266,0,2006,0
245000,2,1,28,439,1,0,3,88,73,1943,2002
375000,4,2,56,540,2,0,3,216,0,1913,1945
699850,4,5,62,555,2,0,3,242,0,2002,0
450000,6,3,82,1060,1,0,4,266,197,1948,0
455000,2,3,30,1098,2,0,3,118,0,1970,2014
650000,4,5,61,374,3,0,5,172,233,1910,0
378000,5,4,64,721,1,0,4,144,387,1960,2001
220000,3,2,33,720,1,0,4,127,0,1940,2001
285500,4,4,46,716,1,0,4,176,0,1967,0
340000,3,4,28,106,3,0,3,109,0,2004,0
921000,4,3,52,855,1,0,4,134,243,1954,1979
375000,4,4,47,9840,2,0,4,184,0,1973,0
999000,4,5,65,1725,2,0,3,252,0,1992,0
335000,3,3,47,540,1,0,3,121,233,1957,2000
1920000,4,4,71,3097,1,3,4,186,333,1950,1983
850000,4,5,96,638,2,0,3,284,327,2003,0
523950,3,3,33,115,3,0,3,128,0,2006,0
798800,3,5,62,336,1,0,3,155,317,2013,0
284000,3,4,44,541,2,0,3,169,0,2009,0
852880,4,4,80,557,2,0,3,311,0,2014,0
320000,3,3,28,126,3,0,3,108,0,2005,0
749995,4,4,80,888,2,0,3,309,0,2014,0
468500,3,4,31,107,2,0,3,101,77,2007,0
492500,5,4,60,897,2,0,3,231,0,2006,0
685000,4,5,66,417,3,0,3,256,0,2008,0
542525,4,4,62,504,2,0,3,239,0,2014,0
435000,3,2,46,241,3,0,3,178,0,2007,0
242000,3,4,30,677,2,0,4,115,0,1988,0
325000,4,4,61,638,2,0,3,235,0,1987,2000
837700,5,5,70,1135,2,0,3,271,0,1994,0
210000,1,1,22,642,1,0,3,84,0,1948,1994
187500,3,3,27,630,1,0,4,106,0,1977,0
560000,5,1,40,819,2,0,4,119,130,1926,1993
272000,3,2,32,673,1,0,3,124,0,1989,0
235000,3,4,28,655,1,0,4,107,0,1968,0
259000,3,2,43,532,1,0,3,114,200,1986,0
866059,5,5,73,432,2,0,3,231,187,2014,0
473000,2,1,21,459,1,0,4,81,0,1909,1989
870000,4,5,70,440,2,3,4,175,357,1951,1996
475000,3,3,53,518,1,1,4,104,377,1985,0
499500,3,4,69,1972,2,0,3,267,0,1998,2006
386000,2,4,38,288,2,0,3,146,0,2008,0
458000,4,3,36,270,2,0,3,122,67,1918,0
550000,3,4,52,7040,2,0,5,202,0,1976,0
605500,3,4,66,588,2,0,3,255,0,1989,0
421000,3,4,67,1960,2,0,3,260,0,2000,0
536000,4,3,46,535,2,0,3,179,0,1991,0
250000,2,3,25,122,2,0,3,98,0,1983,2009
204950,4,4,40,841,1,0,3,106,187,1978,0
430000,3,2,40,810,1,0,3,123,120,1978,0
260000,3,4,33,1160,1,2,3,98,117,1958,2004
547000,4,1,40,252,2,0,4,108,173,1926,1993
379900,5,5,65,662,2,0,3,252,0,1995,0
738500,3,4,53,541,1,0,3,207,0,2005,0
545000,4,3,47,1043,1,0,4,143,147,1967,0
342000,2,1,17,556,1,0,3,67,0,1948,1994
170000,4,1,45,1241,1,0,4,110,233,1966,0
616000,4,4,58,1164,2,0,3,224,0,1983,2009
640000,3,2,32,432,1,0,3,124,0,1948,1994
332000,3,4,36,847,1,0,3,114,87,1993,0
1010000,3,4,56,173,2,2,3,166,193,2006,0
380000,4,4,50,3388,2,0,3,194,0,1991,0
415000,4,2,37,864,1,0,5,145,0,1967,0
1008000,4,5,62,275,2,0,3,185,197,2001,0
260000,3,3,30,1863,1,0,2,104,40,1948,0
605000,3,3,47,968,2,0,3,181,0,1985,0
320000,3,1,20,455,2,0,3,77,0,1927,2011
229950,3,2,33,672,1,0,3,127,0,1983,2009
255000,3,4,39,678,1,0,3,153,0,1987,2000
1170000,4,4,60,563,2,0,3,231,0,2000,0
472000,3,4,27,114,3,0,3,106,0,2010,0
198000,3,3,33,661,1,0,3,74,203,1980,0
440000,4,2,34,756,2,0,4,131,0,1962,0
506000,3,4,51,693,1,0,3,133,233,1961,2004
382500,4,4,51,637,2,0,3,199,0,1993,0
269500,2,3,34,655,1,0,4,85,180,1978,2000
560000,3,2,54,313,1,1,5,105,390,1971,0
840000,4,5,90,1650,2,0,3,281,247,1996,0
479500,3,5,53,417,2,0,3,207,0,2008,0
402000,3,3,34,664,1,0,3,91,147,1968,1997
549000,2,4,32,86,3,0,3,124,0,2006,0
449950,4,4,57,343,2,0,3,222,0,1999,0
493000,4,4,47,1647,2,0,4,183,0,1975,0
142500,4,3,33,1197,1,0,3,130,0,1948,1994
250000,3,4,27,552,1,0,3,104,0,1998,2006
729000,3,1,37,346,2,0,3,142,0,1908,1988
280000,4,3,45,649,1,0,4,122,190,1988,0
675000,6,4,64,572,1,3,3,123,457,1953,0
667500,3,2,44,342,1,0,5,93,283,1927,0
809000,3,4,60,695,2,0,3,233,0,1988,2000
4e+05,3,3,50,1014,2,0,3,193,0,1986,0
310000,4,2,43,540,2,0,3,168,0,1956,2001
435000,2,1,29,342,1,0,3,111,0,1928,1954
465950,4,4,54,621,2,0,3,211,0,2001,0
1538000,3,3,67,684,1,2,3,154,390,1958,2002
253000,3,3,20,594,1,0,5,79,0,1945,0
330000,3,4,71,651,2,0,3,274,0,2003,0
554000,4,1,26,639,2,0,3,101,0,1946,0
350000,3,2,32,324,3,0,3,124,0,2013,0
294999,4,4,39,878,2,0,3,149,0,1994,0
1185001,3,5,58,501,2,0,5,225,0,1905,0
752000,4,4,68,934,2,0,4,265,0,1991,0
725000,4,5,61,675,2,0,3,237,0,1994,0
345000,4,5,52,667,1,0,4,133,257,1975,0
206000,3,1,31,630,1,0,4,119,0,1967,0
2027000,4,6,95,2052,2,3,5,229,520,1934,1979
2475000,3,4,101,445,2,3,3,275,427,1993,0
580000,5,2,63,979,1,0,4,139,387,1962,0
430000,3,1,23,648,1,0,4,88,0,1950,1983
720000,4,4,62,1037,2,0,3,190,180,1988,2000
824000,7,5,85,360,2,1,3,252,290,1964,2000
936000,3,4,69,1118,1,2,4,133,493,1952,0
535000,4,5,71,648,2,0,3,276,0,2006,0
286800,3,4,33,324,2,0,3,127,0,2011,0
350000,2,4,29,121,3,0,3,113,0,2005,0
345000,3,4,39,201,2,0,3,151,0,2007,0
435000,3,3,29,111,2,0,3,97,50,2009,0
1555000,3,5,101,562,2,3,3,266,467,2008,0
1325000,4,4,103,1487,2,0,3,398,0,2013,0
461000,3,4,64,565,2,0,3,178,263,2006,0
770000,3,3,68,918,2,0,3,262,0,1990,2009
330000,3,4,37,2428,2,0,3,144,0,2005,0
322500,4,4,42,608,2,0,3,164,0,1994,0
475000,3,4,39,759,1,0,3,111,157,1977,2004
250275,2,1,18,1011,1,0,4,71,0,1942,1982
274500,3,3,40,810,1,0,4,119,133,1969,0
284950,3,1,23,965,1,0,5,89,0,1960,0
264950,4,4,41,811,1,0,5,95,240,1983,0
242000,3,2,29,728,1,0,3,113,0,1986,0
913000,4,4,85,952,2,0,3,328,0,1999,0
555000,3,4,47,540,1,0,5,101,307,1958,0
711000,4,4,46,972,1,0,5,89,330,1948,1985
403500,5,4,84,1557,1,0,4,217,397,1968,0
975000,4,4,99,3905,1,0,3,241,530,1991,0
253779,4,2,47,864,2,0,3,129,200,1947,2012
384400,3,4,39,125,3,0,3,152,0,2008,0
646000,5,5,67,401,1,0,3,149,407,1976,0
415000,3,4,30,432,1,0,3,114,0,1952,2014
764000,4,4,65,714,2,0,3,251,0,1997,0
507000,5,4,89,1462,2,2,3,273,273,2002,0
545500,3,4,36,842,2,0,4,122,67,1936,0
450000,3,4,27,367,1,0,4,68,140,1928,0
264000,4,4,42,731,1,0,4,97,247,1980,0
650000,5,4,29,405,2,0,3,113,0,1926,2003
365000,3,4,61,604,2,0,3,151,320,1991,0
343566,2,1,26,378,1,0,3,99,0,1954,2005
375000,3,4,45,618,2,0,3,176,0,1997,0
295000,3,2,32,781,1,0,4,124,0,1966,0
265000,4,3,48,639,1,0,3,95,333,1963,2008
562000,5,3,65,1359,2,0,3,252,0,1996,0
540000,4,4,48,3080,2,0,4,185,0,1989,0
279950,5,4,50,645,1,0,4,131,230,1970,0
540000,3,4,46,738,1,0,5,128,183,1963,0
310000,4,4,62,1140,1,0,4,157,307,1960,2001
190000,1,1,17,432,1,0,3,65,0,1914,1996
440000,4,4,56,430,2,0,3,217,0,2000,0
1400000,3,2,47,495,2,3,3,161,77,1937,1999
230000,2,1,25,849,1,0,3,97,0,1958,2004
175000,2,1,15,450,1,0,3,59,0,1915,0
650000,3,4,68,843,1,0,4,146,433,1981,0
239950,3,4,39,621,1,0,3,105,167,1978,0
175000,6,1,32,457,2,0,3,101,83,1931,0
850000,5,5,80,2549,1,0,5,212,367,1972,0
410000,4,2,46,945,1,0,3,164,50,1961,2004
570000,4,4,53,606,2,0,3,206,0,1996,0
469000,5,4,52,679,1,0,3,103,367,1966,0
559000,2,1,29,576,1,1,4,95,60,1938,0
739888,3,4,56,3886,2,4,4,152,243,1989,0
568450,5,5,76,5293,2,0,4,293,0,1969,0
240000,2,1,16,983,1,0,3,60,0,1942,1999
574950,5,4,73,900,2,0,4,284,0,1980,0
180000,3,3,46,572,2,0,3,179,0,1967,2011
1160000,4,5,109,873,2,0,3,302,440,2005,0
3e+05,3,4,39,322,2,0,3,153,0,2000,0
630000,4,4,65,849,2,0,3,253,0,1996,0
507000,4,4,41,844,1,0,4,105,200,1968,0
287500,4,4,60,810,1,0,4,143,327,1979,0
688000,3,3,80,1458,2,0,3,311,0,1983,2009
424000,3,2,39,693,1,0,3,105,167,1972,2002
620000,4,4,44,691,2,0,3,172,0,1987,2000
3e+05,3,1,21,693,1,0,4,82,0,1971,0
615000,5,3,58,1086,2,0,3,223,0,1978,0
206000,2,3,42,798,2,0,3,164,0,1921,2000
515500,4,4,68,693,2,0,3,263,0,2003,0
315000,3,4,40,573,2,0,3,156,0,1993,0
299000,5,4,52,842,1,0,4,100,370,1968,0
650000,3,3,31,730,1,0,3,119,0,1951,1994
465000,3,4,35,432,1,2,3,77,217,1925,2011
535000,3,2,49,367,2,0,3,191,0,2003,0
564000,2,2,39,405,1,0,3,152,0,2004,0
515000,3,5,32,128,2,0,3,94,107,2007,0
536751,3,4,45,572,1,0,3,174,0,2013,0
415000,4,4,47,495,2,0,3,182,0,2010,0
267000,3,3,37,252,2,0,3,143,0,2012,0
820000,4,4,74,767,2,0,3,285,0,2008,0
1399950,4,5,90,904,2,0,3,348,0,2005,0
485000,2,4,33,83,3,0,3,127,7,2008,0
482000,3,4,32,101,3,0,3,124,0,2008,0
535000,4,4,61,414,2,0,3,235,0,2008,0
690000,3,4,36,129,3,0,3,139,0,2013,0
576000,3,4,45,810,1,0,4,87,323,1948,0
378750,3,4,50,270,2,0,3,113,300,1909,2011
269900,4,4,36,788,2,0,4,138,0,1968,0
210000,3,2,33,649,1,0,3,130,0,1983,2009
429900,4,4,61,776,2,0,3,238,0,1987,2000
360000,4,4,66,419,2,0,3,257,0,2004,0
405000,2,1,29,394,1,0,4,113,0,1947,1988
450000,3,4,37,1008,1,0,3,145,0,1955,2005
703000,3,2,32,538,2,0,3,122,0,1945,2008
661000,4,4,58,725,2,0,3,225,0,1998,2006
580000,4,3,50,863,1,0,3,194,0,1969,2010
464000,3,1,31,326,2,0,3,119,0,1900,2005
945000,2,4,59,638,2,0,3,229,0,2004,0
659500,4,3,61,1653,1,0,4,168,250,1956,0
2e+05,3,3,26,751,1,0,3,103,0,1960,2012
280000,3,2,42,3816,1,0,4,161,0,1990,0
1325000,4,4,57,324,3,0,4,220,0,1902,0
346150,3,2,50,648,1,0,4,133,220,1966,0
197500,3,1,31,487,2,0,5,120,0,1905,0
799000,4,4,60,712,2,0,3,233,0,2001,0
1309500,4,6,110,1252,2,2,3,324,383,2005,0
350000,2,1,38,828,1,0,5,77,257,1921,0
720000,4,4,57,3086,2,0,3,220,0,1987,2000
519000,3,5,47,967,1,0,5,114,250,1954,0
590300,3,3,34,648,2,0,4,132,0,1907,0
2200000,5,7,139,941,2,4,3,365,647,2002,0
410000,6,5,59,839,1,0,4,119,400,1962,0
437000,2,4,33,380,1,0,3,130,0,2005,0
221000,3,3,38,662,1,0,3,103,167,1984,0
506000,2,1,36,739,1,0,4,104,140,1952,0
395000,4,1,46,932,1,0,4,129,183,1968,0
285000,3,1,28,426,2,0,3,109,0,1901,0
311000,3,4,44,270,2,0,5,96,277,1903,0
520000,3,4,45,19757,1,0,3,175,0,1991,0
435000,3,4,30,726,1,0,4,118,0,1948,0
120000,2,1,23,3597,1,0,2,89,0,1945,0
1440000,3,5,90,344,2,0,3,248,370,2002,0
186000,3,2,31,389,1,0,3,83,140,1912,1993
756000,4,3,50,504,1,0,5,97,360,1947,0
248000,4,2,48,1216,1,0,3,94,347,1950,2005
287000,3,2,30,1024,2,0,5,117,0,1933,0
510000,4,4,61,723,2,0,3,235,0,1998,2006
249000,3,1,24,765,1,0,4,95,0,1959,0
340000,3,4,58,550,2,0,3,223,0,2004,0
399888,4,3,42,743,2,0,4,119,167,1930,0
440000,3,4,27,787,1,0,4,105,0,1968,0
899000,4,3,55,540,1,2,3,130,310,1959,1989
540500,5,6,72,667,2,0,3,278,0,2014,0
385000,3,4,54,1008,1,0,4,147,227,1978,2000
558000,4,3,48,932,1,0,4,119,247,1962,0
450000,4,4,56,692,2,0,3,216,0,2003,0
232500,3,1,31,761,1,0,3,79,147,1961,2004
240000,4,2,42,1322,1,1,4,150,40,1960,2001
680000,6,2,39,270,1,0,5,81,257,1911,1984
1068000,5,5,93,894,2,0,3,359,0,2001,0
352450,3,2,33,540,1,0,5,129,0,1945,0
335000,4,2,47,9330,1,0,4,183,0,1969,0
549000,4,4,30,275,2,0,4,116,0,1906,1990
1240000,4,5,89,1190,2,0,3,295,180,1990,2009
618250,4,4,59,302,2,0,4,140,323,1931,0
1815000,5,3,90,1170,2,0,3,349,0,1972,2003
850000,2,4,37,462,2,3,3,119,90,1927,2011
930000,5,2,82,845,2,0,3,318,0,1925,2002
505000,3,4,37,415,2,0,3,145,0,1996,0
275000,3,4,43,1411,1,0,4,167,0,1971,0
499000,3,4,43,450,1,0,4,83,307,1910,0
507000,3,4,49,648,2,0,3,191,0,2003,0
619850,4,4,53,832,1,0,5,135,257,1972,0
5e+05,3,4,66,4384,1,3,3,168,323,1994,0
310000,4,3,28,864,1,0,3,110,0,1980,0
646000,4,4,54,367,2,0,3,208,0,2008,0
265000,3,4,43,657,1,0,3,166,0,1966,0
475000,3,4,22,100,2,0,3,86,0,2003,0
6e+05,4,3,71,756,2,0,4,276,0,1970,0
470000,3,2,40,3500,1,0,3,156,0,1997,0
319950,2,1,21,751,1,0,3,83,0,1939,1969
712000,3,5,74,603,2,0,3,288,0,2004,0
775000,4,5,70,1439,2,0,3,271,0,1996,0
390000,3,3,37,922,1,0,3,98,170,1979,2014
585000,4,4,66,994,2,0,3,256,0,2001,0
1027000,3,4,56,945,2,1,3,219,0,1989,0
232603,3,4,41,1031,2,0,4,158,0,1976,1992
750000,3,5,79,907,2,0,3,274,117,2012,0
728050,3,4,54,610,1,0,3,209,0,2008,0
734990,4,4,62,620,2,0,3,239,0,2012,0
330000,3,4,52,649,2,0,3,201,0,2011,0
605000,4,4,61,680,2,0,3,236,0,1996,0
441000,3,5,44,655,1,0,3,104,250,1979,2014
650000,4,4,71,593,2,0,3,274,0,2003,0
1950000,7,5,108,1371,2,1,3,257,593,1965,2003
395000,3,1,35,360,1,0,3,81,200,1925,2002
245000,1,3,9,1350,1,0,3,34,0,1963,2008
905000,4,5,69,1304,2,0,3,211,210,1997,0
660000,4,4,70,835,2,0,5,273,0,1988,0
378000,4,4,44,1101,1,0,3,111,220,1978,0
